input1_name,input1_qty,input1_href,input1_img,input1_bg,input2_name,input2_qty,input2_href,input2_img,input2_bg,input3_name,input3_qty,input3_href,input3_img,input3_bg,output_name,output_qty,output_href,output_img,output_bg
Emeril,1,https://nomansskyrecipes.com/raw/raw21,https://app.nmsassistant.com/assets/images/rawMaterials/21.png,#36611C,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Chromatic Metal,3,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Copper,1,https://nomansskyrecipes.com/raw/raw19,https://app.nmsassistant.com/assets/images/rawMaterials/19.png,#E59001,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Chromatic Metal,1,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Indium,1,https://nomansskyrecipes.com/raw/raw22,https://app.nmsassistant.com/assets/images/rawMaterials/22.png,#01387D,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Chromatic Metal,4,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Activated Cadmium,1,https://nomansskyrecipes.com/raw/raw39,https://app.nmsassistant.com/assets/images/rawMaterials/39.png,#7B0000,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Magnetised Ferrite,4,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72
Activated Indium,1,https://nomansskyrecipes.com/raw/raw41,https://app.nmsassistant.com/assets/images/rawMaterials/41.png,#01387D,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Magnetised Ferrite,8,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72
Activated Emeril,1,https://nomansskyrecipes.com/raw/raw40,https://app.nmsassistant.com/assets/images/rawMaterials/40.png,#36611C,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Magnetised Ferrite,6,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72
Activated Copper,1,https://nomansskyrecipes.com/raw/raw38,https://app.nmsassistant.com/assets/images/rawMaterials/38.png,#E59001,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Magnetised Ferrite,2,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72
Activated Cadmium,1,https://nomansskyrecipes.com/raw/raw39,https://app.nmsassistant.com/assets/images/rawMaterials/39.png,#7B0000,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Chromatic Metal,4,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Activated Indium,1,https://nomansskyrecipes.com/raw/raw41,https://app.nmsassistant.com/assets/images/rawMaterials/41.png,#01387D,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Chromatic Metal,8,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Activated Emeril,1,https://nomansskyrecipes.com/raw/raw40,https://app.nmsassistant.com/assets/images/rawMaterials/40.png,#36611C,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Chromatic Metal,6,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Activated Copper,1,https://nomansskyrecipes.com/raw/raw38,https://app.nmsassistant.com/assets/images/rawMaterials/38.png,#E59001,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Chromatic Metal,2,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Paraffinium,2,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Oxygen,1,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,,,,,,Star Bulb,1,https://nomansskyrecipes.com/raw/raw47,https://app.nmsassistant.com/assets/images/rawMaterials/47.png,#208DAB
Pyrite,2,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Oxygen,1,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,,,,,,Cactus Flesh,1,https://nomansskyrecipes.com/raw/raw45,https://app.nmsassistant.com/assets/images/rawMaterials/45.png,#239626
Ammonia,2,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Oxygen,1,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,,,,,,Fungal Mould,1,https://nomansskyrecipes.com/raw/raw42,https://app.nmsassistant.com/assets/images/rawMaterials/42.png,#00A64D
Uranium,2,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Oxygen,1,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,,,,,,Gamma Root,1,https://nomansskyrecipes.com/raw/raw44,https://app.nmsassistant.com/assets/images/rawMaterials/44.png,#C5871D
Dioxite,2,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Oxygen,1,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,,,,,,Frost Crystal,1,https://nomansskyrecipes.com/raw/raw43,https://app.nmsassistant.com/assets/images/rawMaterials/43.png,#1E4FD0
Phosphorus,2,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Oxygen,1,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,,,,,,Solanium,1,https://nomansskyrecipes.com/raw/raw46,https://app.nmsassistant.com/assets/images/rawMaterials/46.png,#B94318
Paraffinium,2,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Ammonia,1,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D
Pyrite,2,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Paraffinium,1,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F
Ammonia,2,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Dioxite,1,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0
Uranium,2,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Pyrite,1,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002
Dioxite,2,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Phosphorus,1,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400
Phosphorus,2,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Uranium,1,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00
Paraffinium,2,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Ammonia,1,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D
Pyrite,2,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Paraffinium,1,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F
Ammonia,2,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Dioxite,1,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0
Uranium,2,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Pyrite,1,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002
Dioxite,2,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Phosphorus,1,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400
Phosphorus,2,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Uranium,1,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00
Fungal Mould,2,https://nomansskyrecipes.com/raw/raw42,https://app.nmsassistant.com/assets/images/rawMaterials/42.png,#00A64D,Salt,1,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,,,,,,Ammonia,1,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D
Frost Crystal,2,https://nomansskyrecipes.com/raw/raw43,https://app.nmsassistant.com/assets/images/rawMaterials/43.png,#1E4FD0,Salt,1,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,,,,,,Dioxite,1,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0
Gamma Root,2,https://nomansskyrecipes.com/raw/raw44,https://app.nmsassistant.com/assets/images/rawMaterials/44.png,#C5871D,Salt,1,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,,,,,,Uranium,1,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00
Cactus Flesh,2,https://nomansskyrecipes.com/raw/raw45,https://app.nmsassistant.com/assets/images/rawMaterials/45.png,#239626,Salt,1,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,,,,,,Pyrite,1,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002
Solanium,2,https://nomansskyrecipes.com/raw/raw46,https://app.nmsassistant.com/assets/images/rawMaterials/46.png,#B94318,Salt,1,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,,,,,,Phosphorus,1,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400
Star Bulb,2,https://nomansskyrecipes.com/raw/raw47,https://app.nmsassistant.com/assets/images/rawMaterials/47.png,#208DAB,Salt,1,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,,,,,,Paraffinium,1,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F
Sulphurine,1,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Paraffinium,1,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F
Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Radon,1,https://nomansskyrecipes.com/raw/raw36,https://app.nmsassistant.com/assets/images/rawMaterials/36.png,#4C3780,,,,,,Uranium,1,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00
Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,,,,,,Sodium Nitrate,1,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15
Sulphurine,1,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Paraffinium,2,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F
Radon,1,https://nomansskyrecipes.com/raw/raw36,https://app.nmsassistant.com/assets/images/rawMaterials/36.png,#4C3780,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Uranium,2,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00
Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,,,,,,Sodium Nitrate,2,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15
Sulphurine,1,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,Magnetised Ferrite,1,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72,,,,,,Paraffinium,3,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F
Radon,1,https://nomansskyrecipes.com/raw/raw36,https://app.nmsassistant.com/assets/images/rawMaterials/36.png,#4C3780,Magnetised Ferrite,1,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72,,,,,,Uranium,3,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00
Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,Magnetised Ferrite,1,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72,,,,,,Sodium Nitrate,3,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15
Ammonia,1,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,,,,,,Fungal Mould,1,https://nomansskyrecipes.com/raw/raw42,https://app.nmsassistant.com/assets/images/rawMaterials/42.png,#00A64D
Dioxite,1,https://nomansskyrecipes.com/raw/raw28,https://app.nmsassistant.com/assets/images/rawMaterials/28.png,#1E4FD0,Radon,1,https://nomansskyrecipes.com/raw/raw36,https://app.nmsassistant.com/assets/images/rawMaterials/36.png,#4C3780,,,,,,Frost Crystal,1,https://nomansskyrecipes.com/raw/raw43,https://app.nmsassistant.com/assets/images/rawMaterials/43.png,#1E4FD0
Uranium,1,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Radon,1,https://nomansskyrecipes.com/raw/raw36,https://app.nmsassistant.com/assets/images/rawMaterials/36.png,#4C3780,,,,,,Gamma Root,1,https://nomansskyrecipes.com/raw/raw44,https://app.nmsassistant.com/assets/images/rawMaterials/44.png,#C5871D
Pyrite,1,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Sulphurine,1,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,,,,,,Cactus Flesh,1,https://nomansskyrecipes.com/raw/raw45,https://app.nmsassistant.com/assets/images/rawMaterials/45.png,#239626
Phosphorus,1,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Sulphurine,1,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,,,,,,Solanium,1,https://nomansskyrecipes.com/raw/raw46,https://app.nmsassistant.com/assets/images/rawMaterials/46.png,#B94318
Paraffinium,1,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,,,,,,Star Bulb,1,https://nomansskyrecipes.com/raw/raw47,https://app.nmsassistant.com/assets/images/rawMaterials/47.png,#208DAB
Cobalt,1,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,,,,,,Marrow Bulb,1,https://nomansskyrecipes.com/raw/raw48,https://app.nmsassistant.com/assets/images/rawMaterials/48.png,#5B6F35
Salt,1,https://nomansskyrecipes.com/raw/raw16,https://app.nmsassistant.com/assets/images/rawMaterials/16.png,#1E8A42,Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,,,,,,Kelp Sac,1,https://nomansskyrecipes.com/raw/raw49,https://app.nmsassistant.com/assets/images/rawMaterials/49.png,#005C83
Sulphurine,1,https://nomansskyrecipes.com/raw/raw35,https://app.nmsassistant.com/assets/images/rawMaterials/35.png,#265E3A,Nitrogen,1,https://nomansskyrecipes.com/raw/raw37,https://app.nmsassistant.com/assets/images/rawMaterials/37.png,#DE921F,,,,,,Faecium,1,https://nomansskyrecipes.com/raw/raw50,https://app.nmsassistant.com/assets/images/rawMaterials/50.png,#79502E
Silver,15,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Gold,15,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Platinum,25,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Nanite Cluster,1,https://nomansskyrecipes.com/raw/raw56,https://app.nmsassistant.com/assets/images/rawMaterials/56.png,#1E354E
Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Silver,1,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Magnetised Ferrite,5,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72
Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Gold,1,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Magnetised Ferrite,8,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72
Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Pure Ferrite,1,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Platinum,1,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Magnetised Ferrite,12,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72
Fungal Mould,1,https://nomansskyrecipes.com/raw/raw42,https://app.nmsassistant.com/assets/images/rawMaterials/42.png,#00A64D,Kelp Sac,1,https://nomansskyrecipes.com/raw/raw49,https://app.nmsassistant.com/assets/images/rawMaterials/49.png,#005C83,Condensed Carbon,1,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830
Frost Crystal,1,https://nomansskyrecipes.com/raw/raw43,https://app.nmsassistant.com/assets/images/rawMaterials/43.png,#1E4FD0,Kelp Sac,1,https://nomansskyrecipes.com/raw/raw49,https://app.nmsassistant.com/assets/images/rawMaterials/49.png,#005C83,Condensed Carbon,1,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830
Cactus Flesh,1,https://nomansskyrecipes.com/raw/raw45,https://app.nmsassistant.com/assets/images/rawMaterials/45.png,#239626,Kelp Sac,1,https://nomansskyrecipes.com/raw/raw49,https://app.nmsassistant.com/assets/images/rawMaterials/49.png,#005C83,Condensed Carbon,1,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830
Solanium,1,https://nomansskyrecipes.com/raw/raw46,https://app.nmsassistant.com/assets/images/rawMaterials/46.png,#B94318,Kelp Sac,1,https://nomansskyrecipes.com/raw/raw49,https://app.nmsassistant.com/assets/images/rawMaterials/49.png,#005C83,Condensed Carbon,1,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830
Gamma Root,1,https://nomansskyrecipes.com/raw/raw44,https://app.nmsassistant.com/assets/images/rawMaterials/44.png,#C5871D,Kelp Sac,1,https://nomansskyrecipes.com/raw/raw49,https://app.nmsassistant.com/assets/images/rawMaterials/49.png,#005C83,Condensed Carbon,1,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830
Star Bulb,1,https://nomansskyrecipes.com/raw/raw47,https://app.nmsassistant.com/assets/images/rawMaterials/47.png,#208DAB,Kelp Sac,1,https://nomansskyrecipes.com/raw/raw49,https://app.nmsassistant.com/assets/images/rawMaterials/49.png,#005C83,Condensed Carbon,1,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830
Silver,1,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Gold,1,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Copper,1,https://nomansskyrecipes.com/raw/raw19,https://app.nmsassistant.com/assets/images/rawMaterials/19.png,#E59001,Chromatic Metal,5,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Silver,1,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Gold,1,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Cadmium,1,https://nomansskyrecipes.com/raw/raw20,https://app.nmsassistant.com/assets/images/rawMaterials/20.png,#7B0000,Chromatic Metal,10,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
